bildname;roi_nummer;label
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_06_15-177.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_06_15-177.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_06_22-312.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_11-09_24_44-457.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_11-09_24_44-457.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_11-09_24_44-457.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_11-09_28_52-010.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_11-09_28_52-010.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_11-09_28_52-010.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_11-09_28_52-010.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_11-09_28_52-010.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_11-09_28_52-010.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-08_19_55-515.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-08_20_35-297.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-08_22_09-887.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-08_22_09-887.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-08_22_49-784.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-08_22_49-784.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-08_27_05-079.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-08_27_05-079.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-08_27_05-079.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-08_59_13-986.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-09_01_18-723.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-09_01_54-313.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-09_01_54-313.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-09_01_54-313.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-09_06_35-404.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-09_06_35-404.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-09_06_56-107.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-09_06_56-107.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-09_06_56-107.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\3D\2026_03_19-09_06_56-107.png;roi3;
